recoveredCode;date;recoveredQuantity;recoveredTotalQuantity;nameCountry;nameDataset
Recovered-000300;2020-06-08;51;1869;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-000301;2020-06-08;21;254;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-000302;2020-06-08;2;869;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-000303;2020-06-08;46;4794;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-000304;2020-06-08;14;38;Angola;recovered_cases_africa_ncov_2020-06-16
Recovered-000305;2020-06-08;414;9375;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-000306;2020-06-08;13;685;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-000307;2020-06-08;4;229;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-000308;2020-06-08;7;297;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-000309;2020-06-08;12;46;Zimbabue;recovered_cases_africa_ncov_2020-06-16
Recovered-000310;2020-06-08;1735;26099;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-000311;2020-06-08;11;119;Mauritania;recovered_cases_africa_ncov_2020-06-16
Recovered-000312;2020-06-08;29;470;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-000313;2020-06-08;4;131;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-000314;2020-06-08;82;6799;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-000315;2020-06-08;38;7408;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000316;2020-06-08;97;849;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-000317;2020-06-08;76;988;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-000318;2020-06-08;43;916;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-000319;2020-06-08;136;2013;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-000320;2020-06-08;17;361;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-000321;2020-06-08;6;7370;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000322;2020-06-08;1;53;Libia;recovered_cases_africa_ncov_2020-06-16
Recovered-000323;2020-06-08;111;2699;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-000324;2020-06-07;68;2127;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-000325;2020-06-07;3;778;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-000326;2020-06-07;10;220;República del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-000327;2020-06-07;8;608;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-000328;2020-06-07;41;2918;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-000329;2020-06-07;9;3645;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-000330;2020-06-07;1;195;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-000331;2020-06-07;7;103;Uganda;recovered_cases_africa_ncov_2020-06-16
Recovered-000332;2020-06-07;1;34;Zimbabue;recovered_cases_africa_ncov_2020-06-16
Recovered-000333;2020-06-07;133;3959;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-000334;2020-06-07;8;248;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-000335;2020-06-07;68;1818;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-000336;2020-06-07;13;4748;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-000337;2020-06-07;5;982;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-000338;2020-06-07;106;24364;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-000339;2020-06-07;4;108;Mauritania;recovered_cases_africa_ncov_2020-06-16
Recovered-000340;2020-06-07;423;8961;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-000341;2020-06-07;1;225;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-000342;2020-06-07;10;441;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-000343;2020-06-07;7;290;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-000344;2020-06-07;36;7364;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000345;2020-06-07;86;6717;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-000346;2020-06-07;62;1877;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-000347;2020-06-07;1;127;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-000348;2020-06-07;28;873;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-000349;2020-06-07;46;752;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-000350;2020-06-07;63;344;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-000351;2020-06-07;13;7328;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000352;2020-06-07;21;233;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-000353;2020-06-07;76;2588;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-000354;2020-06-06;45;2059;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-000355;2020-06-06;3;775;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-000356;2020-06-06;35;186;Benín;recovered_cases_africa_ncov_2020-06-16
Recovered-000357;2020-06-06;9;194;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-000358;2020-06-06;20;2877;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-000359;2020-06-06;1;38;República Centroafricana;recovered_cases_africa_ncov_2020-06-16
Recovered-000360;2020-06-06;89;3636;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-000361;2020-06-06;9;15;Sudán del Sur;recovered_cases_africa_ncov_2020-06-16
Recovered-000362;2020-06-06;14;96;Uganda;recovered_cases_africa_ncov_2020-06-16
Recovered-000363;2020-06-06;33;4735;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-000364;2020-06-06;130;3826;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-000365;2020-06-06;29;845;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-000366;2020-06-06;146;1750;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-000367;2020-06-06;28;210;República del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-000368;2020-06-06;4;867;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-000369;2020-06-06;1170;24258;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-000370;2020-06-06;11;212;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-000371;2020-06-06;15;672;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-000372;2020-06-06;7;126;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-000373;2020-06-06;1;283;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-000374;2020-06-06;35;104;Mauritania;recovered_cases_africa_ncov_2020-06-16
Recovered-000375;2020-06-06;3;224;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-000376;2020-06-06;380;8538;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-000377;2020-06-06;20;600;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-000378;2020-06-06;3;24;Angola;recovered_cases_africa_ncov_2020-06-16
Recovered-000379;2020-06-06;37;7315;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000380;2020-06-06;178;6631;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-000381;2020-06-06;63;706;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-000382;2020-06-06;13;431;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-000383;2020-06-06;108;1815;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-000384;2020-06-06;10;7278;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000385;2020-06-06;19;281;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-000386;2020-06-06;236;2512;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-000387;2020-06-05;2;772;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-000388;2020-06-05;90;2014;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-000389;2020-06-05;127;4702;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-000390;2020-06-05;12;67;Comoras;recovered_cases_africa_ncov_2020-06-16
Recovered-000391;2020-06-05;190;2857;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-000392;2020-06-05;89;580;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-000393;2020-06-05;90;3547;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-000394;2020-06-05;8;37;República Centroafricana;recovered_cases_africa_ncov_2020-06-16
Recovered-000395;2020-06-05;9;185;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-000396;2020-06-05;8;977;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-000397;2020-06-05;25;537;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-000398;2020-06-05;2;33;Zimbabue;recovered_cases_africa_ncov_2020-06-16
Recovered-000399;2020-06-05;20;1604;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-000400;2020-06-05;20;221;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-000401;2020-06-05;2;282;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-000402;2020-06-05;1;240;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-000403;2020-06-05;161;3696;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-000404;2020-06-05;15;833;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-000405;2020-06-05;3;863;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-000406;2020-06-05;100;153;Guinea-Bisáu;recovered_cases_africa_ncov_2020-06-16
Recovered-000407;2020-06-05;2;324;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-000408;2020-06-05;4;69;Mauritania;recovered_cases_africa_ncov_2020-06-16
Recovered-000409;2020-06-05;1777;23088;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-000410;2020-06-05;1;201;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-000411;2020-06-05;402;8158;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-000412;2020-06-05;2;21;Angola;recovered_cases_africa_ncov_2020-06-16
Recovered-000413;2020-06-05;24;657;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-000414;2020-06-05;268;3457;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-000415;2020-06-05;4;55;Malaui;recovered_cases_africa_ncov_2020-06-16
Recovered-000416;2020-06-05;156;6453;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-000417;2020-06-05;53;7268;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000418;2020-06-05;5;119;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-000419;2020-06-05;3;182;República del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-000420;2020-06-05;10;816;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-000421;2020-06-05;51;643;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-000422;2020-06-05;12;262;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-000423;2020-06-05;22;1707;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-000424;2020-06-05;20;7215;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000425;2020-06-05;114;2276;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-000426;2020-06-04;5;770;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-000427;2020-06-04;12;45;Burundi;recovered_cases_africa_ncov_2020-06-16
Recovered-000428;2020-06-04;99;1924;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-000429;2020-06-04;6;29;República Centroafricana;recovered_cases_africa_ncov_2020-06-16
Recovered-000430;2020-06-04;155;2667;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-000431;2020-06-04;1;176;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-000432;2020-06-04;1;969;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-000433;2020-06-04;17;512;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-000434;2020-06-04;39;1584;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-000435;2020-06-04;2;31;Zimbabue;recovered_cases_africa_ncov_2020-06-16
Recovered-000436;2020-06-04;2;240;Cabo Verde;recovered_cases_africa_ncov_2020-06-16
Recovered-000437;2020-06-04;206;3535;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-000438;2020-06-04;28;55;Comoras;recovered_cases_africa_ncov_2020-06-16
Recovered-000439;2020-06-04;870;4575;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-000440;2020-06-04;17;818;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-000441;2020-06-04;3;860;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-000442;2020-06-04;3;239;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-000443;2020-06-04;1;19;Angola;recovered_cases_africa_ncov_2020-06-16
Recovered-000444;2020-06-04;3;151;Benín;recovered_cases_africa_ncov_2020-06-16
Recovered-000445;2020-06-04;9;280;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-000446;2020-06-04;8;65;Mauritania;recovered_cases_africa_ncov_2020-06-16
Recovered-000447;2020-06-04;406;7756;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-000448;2020-06-04;1629;21311;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-000449;2020-06-04;43;633;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-000450;2020-06-04;35;7195;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000451;2020-06-04;79;6297;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-000452;2020-06-04;5;114;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-000453;2020-06-04;12;418;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-000454;2020-06-04;18;806;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-000455;2020-06-04;49;1685;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-000456;2020-06-04;39;592;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-000457;2020-06-04;5;200;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-000458;2020-06-04;4;250;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-000459;2020-06-04;99;2162;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-000460;2020-06-04;294;7160;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000461;2020-06-03;5;765;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-000462;2020-06-03;180;2512;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-000463;2020-06-03;114;1825;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-000464;2020-06-03;57;3189;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-000465;2020-06-03;6;175;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-000466;2020-06-03;2;968;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-000467;2020-06-03;3;495;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-000468;2020-06-03;90;3329;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-000469;2020-06-03;22;801;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-000470;2020-06-03;44;1545;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-000471;2020-06-03;6;236;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-000472;2020-06-03;1;238;Cabo Verde;recovered_cases_africa_ncov_2020-06-16
Recovered-000473;2020-06-03;9;857;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-000474;2020-06-03;1369;19682;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-000475;2020-06-03;10;195;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-000476;2020-06-03;2;271;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-000477;2020-06-03;223;6866;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000478;2020-06-03;523;7350;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-000479;2020-06-03;2;57;Mauritania;recovered_cases_africa_ncov_2020-06-16
Recovered-000480;2020-06-03;29;3705;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-000481;2020-06-03;3;201;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-000482;2020-06-03;151;6218;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-000483;2020-06-03;28;590;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-000484;2020-06-03;9;51;Malaui;recovered_cases_africa_ncov_2020-06-16
Recovered-000485;2020-06-03;11;491;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-000486;2020-06-03;11;109;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-000487;2020-06-03;26;406;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-000488;2020-06-03;19;788;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-000489;2020-06-03;29;1636;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-000490;2020-06-03;54;553;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-000491;2020-06-03;15;246;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-000492;2020-06-03;233;6643;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000493;2020-06-03;75;275;Guinea Ecuatorial;recovered_cases_africa_ncov_2020-06-16
Recovered-000494;2020-06-03;109;2063;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-000495;2020-06-02;7;760;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-000496;2020-06-02;86;1711;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-000497;2020-06-02;65;2332;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-000498;2020-06-02;146;3132;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-000499;2020-06-02;2;169;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-000500;2020-06-02;1;966;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-000501;2020-06-02;10;492;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-000502;2020-06-02;117;3239;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-000503;2020-06-02;1;148;Benín;recovered_cases_africa_ncov_2020-06-16
Recovered-000504;2020-06-02;15;230;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-000505;2020-06-02;44;237;Cabo Verde;recovered_cases_africa_ncov_2020-06-16
Recovered-000506;2020-06-02;34;1501;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-000507;2020-06-02;7;269;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-000508;2020-06-02;11;185;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-000509;2020-06-02;57;779;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-000510;2020-06-02;4;848;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-000511;2020-06-02;380;6827;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-000512;2020-06-02;1022;18313;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-000513;2020-06-02;47;3676;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-000514;2020-06-02;19;55;Mauritania;recovered_cases_africa_ncov_2020-06-16
Recovered-000515;2020-06-02;173;6067;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-000516;2020-06-02;2;23;Botsuana;recovered_cases_africa_ncov_2020-06-16
Recovered-000517;2020-06-02;119;6410;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000518;2020-06-02;23;562;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-000519;2020-06-02;4;198;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-000520;2020-06-02;1;98;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-000521;2020-06-02;3;82;Uganda;recovered_cases_africa_ncov_2020-06-16
Recovered-000522;2020-06-02;5;480;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-000523;2020-06-02;19;380;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-000524;2020-06-02;25;769;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-000525;2020-06-02;17;499;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-000526;2020-06-02;86;1607;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-000527;2020-06-02;14;231;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-000528;2020-06-02;96;1954;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-000529;2020-06-02;398;6291;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000530;2020-06-01;1;2;Lesoto;recovered_cases_africa_ncov_2020-06-16
Recovered-000531;2020-06-01;2;753;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-000532;2020-06-01;103;1625;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-000533;2020-06-01;132;2267;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-000534;2020-06-01;1;21;Gambia;recovered_cases_africa_ncov_2020-06-16
Recovered-000535;2020-06-01;1;27;Comoras;recovered_cases_africa_ncov_2020-06-16
